accession_id,included,Title,Authors,Year,DOI,inclusion_summary,passed_screening,screened_fail_stage,full_text_available,passed_inclusion_criteria,criteria_failed,criteria_fail_reason,Database.ID,Source.title,Document.Type,Cited
A_0094,Y,Complex spatial patterns of genetic differentiation in the Caribbean mustard hill coral Porites astreoides,"Riquet, Florentine; Japaud, Aurelien; Nunes, Flavia L. D.; Serrano, Xaymara M.; Baker, Andrew C.; Bezault, Etienne; Bouchon, Claude; Fauvelot, Cecile",2022,10.1007/s00338-021-02157-z,included,Y,NA,Y,Y,NA,NA,WOS:000678436800001,CORAL REEFS,Article,8
A_0095,N,Sensing coral reef connectivity pathways from space,"Raitsos, Dionysios E.; Brewin, Robert J. W.; Zhan, Peng; Dreano, Denis; Pradhan, Yaswant; Nanninga, Gerrit B.; Hoteit, Ibrahim",2017,10.1038/s41598-017-08729-w,excluded_criteria_2,Y,NA,Y,N,2,non_coral_specific,WOS:000408441600062,SCIENTIFIC REPORTS,Article,55
A_0097,N,Connectivity of populations of the seaweed Cystoseira amentacea within the Bay of Marseille (Mediterranean Sea): genetic structure and hydrodynamic connections,"Thibaut, Thierry; Bottin, Lorraine; Aurelle, Didier; Boudouresque, Charles-Francois; Blanfune, Aurelie; Verlaque, Marc; Pairaud, Ivane; Millet, Bertrand",2016,10.7872/crya/v37.iss4.2016.233,screened_by_title,N,title,NA,NA,NA,NA,WOS:000390214700002,CRYPTOGAMIE ALGOLOGIE,Article,23
A_0098,N,Measurement of swimming ability in larval marine fishes: comparison of critical speed with in situ speed,"Leis, Jeffrey M.",2020,10.3354/meps13233,screened_by_title,N,title,NA,NA,NA,NA,WOS:000621231200014,MARINE ECOLOGY PROGRESS SERIES,Article,12
A_0099,N,Connectivity in the Intra-American Seas and implications for potential larval transport,"Qian, H.; Li, Y.; He, R.; Eggleston, D. B.",2015,10.1007/s00338-014-1244-0,excluded_criteria_2,Y,NA,Y,N,2,non_coral_specific,WOS:000354189600004,CORAL REEFS,Article,19
A_0100,N,Long-Distance Dispersal via Ocean Currents Connects Omani Clownfish Populations throughout Entire Species Range,"Simpson, Stephen D.; Harrison, Hugo B.; Claereboudt, Michel R.; Planes, Serge",2014,10.1371/journal.pone.0107610,screened_by_title,N,title,NA,NA,NA,NA,WOS:000342123900055,PLOS ONE,Article,49
A_0101,N,Spatial connectivity in an adult-sedentary reef fish with extended pelagic larval phase,"Antoni, L.; Saillant, E.",2017,10.1111/mec.14263,screened_by_title,N,title,NA,NA,NA,NA,WOS:000413375500008,MOLECULAR ECOLOGY,Article,3
A_0104,N,"Genetic assessment of connectivity in the common reef sponge, Callyspongia vaginalis (Demospongiae: Haplosclerida) reveals high population structure along the Florida reef tract","DeBiasse, M. B.; Richards, V. P.; Shivji, M. S.",2010,10.1007/s00338-009-0554-0,screened_by_title,N,title,NA,NA,NA,NA,WOS:000274294200007,CORAL REEFS,Article,50
A_0106,N,"Settlement dynamics of the coral reef fish Stegastes partitus, inferred from otolith shape and microstructure analysis","Villegas-Hernandez, Harold; Gonzalez-Salas, Carlos; Aguilar-Perera, Alfonso; Lopez-Gomez, Maria J.",2008,10.3354/ab00026,screened_by_title,N,title,NA,NA,NA,NA,WOS:000259452300005,AQUATIC BIOLOGY,Article,14
A_0107,N,Genetic population structure of the endemic fourline wrasse (Larabicus quadrilineatus) suggests limited larval dispersal distances in the Red Sea,"Froukh, Tawfiq; Kochzius, Marc",2007,10.1111/j.1365-294X.2007.03236.x,screened_by_title,N,title,NA,NA,NA,NA,WOS:000245162700004,MOLECULAR ECOLOGY,Article,55
A_0109,N,"Pacific coral-reef fishes: the implications of behaviour and ecology of larvae for biodiversity and conservation, and a reassessment of the open population paradigm","Leis, JM",2002,10.1023/A:1020096720543,screened_by_title,N,title,NA,NA,NA,NA,WOS:000177823000008,ENVIRONMENTAL BIOLOGY OF FISHES,Article; Proceedings Paper,93
A_0110,N,Genetic structure and demographic connectivity of marbled flounder (Pseudopleuronectes yokohamae) populations of Tokyo Bay,"Sato, Masaaki; Kitanishi, Shigeru; Ishii, Mitsuhiro; Hamaguchi, Masami; Kikuchi, Koji; Hori, Masakazu",2018,10.1016/j.seares.2018.09.019,screened_by_title,N,title,NA,NA,NA,NA,WOS:000451103400007,JOURNAL OF SEA RESEARCH,Article,4
A_0112,Y,A seascape genetic analysis of a stress-tolerant coral species along the Western Australian coast,"Evans, R. D.; Ryan, N. M.; Travers, M. J.; Feng, M.; Hitchen, Y.; Kennington, W. J.",2019,10.1007/s00338-018-01751-y,included,Y,NA,Y,Y,NA,NA,WOS:000457139000006,CORAL REEFS,Article,7
A_0113,Y,Long Distance Dispersal and Connectivity in Amphi-Atlantic Corals at Regional and Basin Scales,"Nunes, Flavia L. D.; Norris, Richard D.; Knowlton, Nancy",2011,10.1371/journal.pone.0022298,included,Y,NA,Y,Y,NA,NA,WOS:000293097300028,PLOS ONE,Article,91
A_0114,N,Larval dispersal and vertical migration behaviour - a simulation study for short dispersal times,"Sundelof, Andreas; Jonsson, Per R.",2012,10.1111/j.1439-0485.2011.00485.x,excluded_criteria_2,Y,NA,Y,N,2,non_coral_specific,WOS:000303043300005,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,Article,33
A_0115,N,Thresholds in seascape connectivity: the spatial arrangement of nursery habitats structure fish communities on nearby reefs,"Berkstrom, C.; Eggertsen, L.; Goodell, W.; Cordeiro, C. A. M. M.; Lucena, M. B.; Gustafsson, R.; Bandeira, S.; Jiddawi, N.; Ferreira, C. E. L.",2020,10.1111/ecog.04868,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000520262500001,ECOGRAPHY,Article,28
A_0116,N,Latitudinal variation in larval development of coral reef fishes: implications of a warming ocean,"McLeod, I. M.; McCormick, M. I.; Munday, P. L.; Clark, T. D.; Wenger, A. S.; Brooker, R. M.; Takahashi, M.; Jones, G. P.",2015,10.3354/meps11136,screened_by_title,N,title,NA,NA,NA,NA,WOS:000349996200010,MARINE ECOLOGY PROGRESS SERIES,Article,35
A_0117,Y,Large-scale biogeographic patterns are reflected in the genetic structure of a broadcast spawning stony coral,"van der Ven, R. M.; Ratsimbazafy, H. A.; Kochzius, M.",2022,10.1007/s00338-022-02220-3,included,Y,NA,Y,Y,NA,NA,WOS:000786269200001,CORAL REEFS,Article,8
A_0118,N,Management under uncertainty: guide-lines for incorporating connectivity into the protection of coral reefs,"McCook, L. J.; Almany, G. R.; Berumen, M. L.; Day, J. C.; Green, A. L.; Jones, G. P.; Leis, J. M.; Planes, S.; Russ, G. R.; Sale, P. F.; Thorrold, S. R.",2009,10.1007/s00338-008-0463-7,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000265832100005,CORAL REEFS,Article; Proceedings Paper,163
A_0119,N,"Data from: Large-scale, multi-directional larval connectivity among coral reef fish populations in the Great Barrier Reef Marine Park","Williamson, David H; Harrison, Hugo B; Almany, Glenn R; Berumen, Michael L; Bode, Michael; Bonin, Mary C; Choukroun, Severine; Doherty, Peter J; Frisch, Ashley J; Saenz-Agudelo, Pablo; Jones, Geoffrey P",2016,https://doi.org/10.5061/DRYAD.4M67G,screened_by_title,N,title,NA,NA,NA,NA,DRCI:DATA2017015010557103,Dryad,Data set,1
A_0120,N,"Large-scale, multidirectional larval connectivity among coral reef fish populations in the Great Barrier Reef Marine Park","Williamson, David H.; Harrison, Hugo B.; Almany, Glenn R.; Berumen, Michael L.; Bode, Michael; Bonin, Mary C.; Choukroun, Severine; Doherty, Peter J.; Frisch, Ashley J.; Saenz-Agudelo, Pablo; Jones, Geoffrey P.",2016,10.1111/mec.13908,screened_by_title,N,title,NA,NA,NA,NA,WOS:000391939700004,MOLECULAR ECOLOGY,Article,87
A_0121,N,"Connectivity, sustainability, and yield: bridging the gap between conventional fisheries management and marine protected areas","Botsford, Louis W.; Brumbaugh, Daniel R.; Grimes, Churchill; Kellner, Julie B.; Largier, John; O'Farrell, Michael R.; Ralston, Stephen; Soulanille, Elaine; Wespestad, Vidar",2009,10.1007/s11160-008-9092-z,screened_by_title,N,title,NA,NA,NA,NA,WOS:000263065800005,REVIEWS IN FISH BIOLOGY AND FISHERIES,Review,250
A_0122,N,Temporal variability of settlement in Carapidae larvae at Rangiroa atoll,"Orphal, Colleye; Christophe, Brie; Emmanuel, Malpot; Pierre, Vandewalle; Eric, Parmentier",2008,10.1007/s10641-007-9199-4,screened_by_title,N,title,NA,NA,NA,NA,WOS:000252539800005,ENVIRONMENTAL BIOLOGY OF FISHES,Article,3
A_0123,N,Spatial patterns of density at multiple life stages in protected and fished conditions: An example from a Mediterranean coastal fish,"Di Franco, A.; Di Lorenzo, M.; Guidetti, P.",2013,10.1016/j.seares.2012.11.006,screened_by_title,N,title,NA,NA,NA,NA,WOS:000316649200008,JOURNAL OF SEA RESEARCH,Article,19
A_0124,Y,Larval connectivity patterns of the North Indo-West Pacific coral reefs,"Pata, Patrick R; Yniguez, Aletta T",2019,,included,Y,NA,Y,Y,NA,NA,DRCI:DATA2019243017887801,Figshare,Data set,0
A_0125,Y,Genetic discontinuity among regional populations of Lophelia pertusa in the North Atlantic Ocean,"Morrison, Cheryl L.; Ross, Steve W.; Nizinski, Martha S.; Brooke, Sandra; Jaernegren, Johanna; Waller, Rhian G.; Johnson, Robin L.; King, Tim L.",2011,10.1007/s10592-010-0178-5,included,Y,NA,Y,Y,NA,NA,WOS:000290319200011,CONSERVATION GENETICS,Article,67
A_0126,N,Population assignment tests uncover rare long-distance marine larval dispersal events,"D'Aloia, C. C.; Bogdanowicz, S. M.; Andres, J. A.; Buston, P. M.",2022,10.1002/ecy.3559,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000716396600001,ECOLOGY,Article,5
A_0127,Y,"Quantifying connectivity between mesophotic and shallow coral larvae in Okinawa Island, Japan: a quadruple nested high-resolution modeling study","Takeyasu, Kimika; Uchiyama, Yusuke; Mitarai, Satoshi",2023,10.3389/fmars.2023.1174940,included,Y,NA,Y,Y,NA,NA,WOS:000982362400001,FRONTIERS IN MARINE SCIENCE,Article,2
A_0128,N,Seascape connectivity: ontogenetic migration for Haemulon flavolineatum,"Rodriguez-Torres, Diana Carolina; Acosta, Alberto",2024,10.1186/s40693-024-00125-9,screened_by_title,N,title,NA,NA,NA,NA,WOS:001160640500001,REVISTA CHILENA DE HISTORIA NATURAL,Article,0
A_0129,N,Coalescent and biophysical models of stepping-stone gene flow in neritid snails,"Crandall, Eric D.; Treml, Eric A.; Barber, Paul H.",2012,10.1111/mec.12031,screened_by_title,N,title,NA,NA,NA,NA,WOS:000310583800017,MOLECULAR ECOLOGY,Review,77
A_0130,N,"Planktonic Larval Duration, age and growth of Ostorhinchus doederleini (Pisces: Apogonidae) on the southern Great Barrier Reef, Australia","Kingsford, M. J.; Finn, M. D.; O'Callaghan, M. D.; Atema, J.; Gerlach, G.",2014,10.1007/s00227-013-2331-4,screened_by_title,N,title,NA,NA,NA,NA,WOS:000330617800001,MARINE BIOLOGY,Article,13
A_0131,Y,SMALL-SCALE CONNECTIVITY OF CORALLIGENOUS HABITATS: INSIGHTS FROM A MODELLING APPROACH WITHIN A SEMI-OPENED MEDITERRANEAN BAY,"Rossi, V; Lo, M.; Legrand, T.; Ser-Giacomi, E.; De Jode, A.; D'Avray, L. Thierry De Ville; Pairaud, I; Faure, V; Fraysse, M.; Pinazo, C.; Chenuil, A.",2020,,included,Y,NA,Y,Y,NA,NA,WOS:000675537200016,VIE ET MILIEU-LIFE AND ENVIRONMENT,Article; Proceedings Paper,3
A_0132,Y,Connectivity modelling of areas closed to protect vulnerable marine ecosystems in the northwest Atlantic,"Kenchington, Ellen; Wang, Zeliang; Lirette, Camille; Murillo, Francisco Javier; Guijarro, Javier; Yashayaev, Igor; Maldonado, Manuel",2019,10.1016/j.dsr.2018.11.007,included,Y,NA,Y,Y,NA,NA,WOS:000458224400009,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,Article,29
A_0133,N,Genetic population structure of the blue sea star Linckia laevigata in the Visayas (Philippines),"Alcazar, Diana S. R.; Kochzius, Marc",2016,10.1017/S0025315415000971,screened_by_title,N,title,NA,NA,NA,NA,WOS:000373919900015,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,Article,9
A_0134,N,Isolation-by-distance and isolation-by-oceanography in Maroon Anemonefish (Amphiprion biaculeatus),"Fitz, Kyra S.; Montes Jr, Humberto R.; Thompson, Diane M.; Pinsky, Malin L.",2023,10.1111/eva.13448,screened_by_title,N,title,NA,NA,NA,NA,WOS:000844107500001,EVOLUTIONARY APPLICATIONS,Article,3
A_0136,N,Effects of temperature and latitude on larval traits of two estuarine fishes in differing estuary types,"Spies, Brenton T.; Steele, Mark A.",2016,10.3354/meps11552,screened_by_title,N,title,NA,NA,NA,NA,WOS:000371142500017,MARINE ECOLOGY PROGRESS SERIES,Article,15
A_0137,Y,Hurricanes enhance coral connectivity but also superspread coral diseases,"Dobbelaere, Thomas; Dekens, Apolline; Saint-Amand, Antoine; Alaerts, Lauranne; Holstein, Daniel M.; Hanert, Emmanuel",2024,10.1111/gcb.17382,included,Y,NA,Y,Y,NA,NA,WOS:001255179100001,GLOBAL CHANGE BIOLOGY,Article,0
A_0138,Y,Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,"Serrano, Xaymara M.; Baums, Iliana B.; Smith, Tyler B.; Jones, Ross J.; Shearer, Tonya L.; Baker, Andrew C.",2016,10.1038/srep21619,included,Y,NA,Y,Y,NA,NA,WOS:000370505500001,SCIENTIFIC REPORTS,Article,104
A_0141,N,"Population Genetic Structure of A Marine Pelagic Egg Producer and Popular Marine Aquarium Species, the Mandarinfish Synchiropus splendidus","Leung, Priscilla T. Y.; Ma, Ka Yan; Liu, Min; Planes, Serge; de Mitcheson, Yvonne Sadovy",2020,10.6620/ZS.2020.59-68,screened_by_title,N,title,NA,NA,NA,NA,WOS:000600194200001,ZOOLOGICAL STUDIES,Article,0
A_0142,Y,Larval Behavior and Longevity in the Cold-Water Coral Lophelia pertusa Indicate Potential for Long Distance Dispersal,"Stromberg, Susanna M.; Larsson, Ann I.",2017,10.3389/fmars.2017.00411,included,Y,NA,Y,Y,NA,NA,WOS:000457690600407,FRONTIERS IN MARINE SCIENCE,Article,30
A_0143,Y,Integrating physical circulation models and genetic approaches to investigate population connectivity in deep-sea corals,"Bracco, Annalisa; Liu, Guangpeng; Galaska, Matthew P.; Quattrini, Andrea M.; Herrera, Santiago",2019,10.1016/j.jmarsys.2019.103189,included,Y,NA,Y,Y,NA,NA,WOS:000477916900007,JOURNAL OF MARINE SYSTEMS,Article,17
A_0144,N,Biophysical connectivity explains population genetic structure in a highly dispersive marine species,"Truelove, Nathan K.; Kough, Andrew S.; Behringer, Donald C.; Paris, Claire B.; Box, Stephen J.; Preziosi, Richard F.; Butler, Mark J.",2017,10.1007/s00338-016-1516-y,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000394286300024,CORAL REEFS,Article,64
A_0145,Y,The Eastern Tropical Pacific coral population connectivity and the role of the Eastern Pacific Barrier,"Romero-Torres, Mauricio; Treml, Eric A.; Acosta, Alberto; Paz-Garcia, David A.",2018,10.1038/s41598-018-27644-2,included,Y,NA,Y,Y,NA,NA,WOS:000435536100030,SCIENTIFIC REPORTS,Article,33
A_0146,N,Larval quality is shaped by matrix effects: implications for connectivity in a marine metapopulation,"Shima, Jeffrey S.; Swearer, Stephen E.",2009,10.1890/08-0029.1,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000269855400002,ECOLOGY,Review,95
A_0147,Y,Population structure among octocoral adults and recruits identifies scale dependent patterns of population isolation in The Bahamas,"Lasker, Howard R.; Porto-Hannes, Isabel",2015,10.7717/peerj.1019,included,Y,NA,Y,Y,NA,NA,WOS:000357321300001,PEERJ,Article,9
A_0148,Y,Genetic Diversity and Local Connectivity in the Mediterranean Red Gorgonian Coral after Mass Mortality Events,"Pilczynska, Joanna; Cocito, Silvia; Boavida, Joana; Serrao, Ester; Queiroga, Henrique",2016,,included,Y,NA,Y,Y,NA,NA,DRCI:DATA2017041010808378,Figshare,Data study,0
A_0149,N,Climate change impacts on connectivity in the ocean: Implications for conservation,"Gerber, Leah R.; Mancha-Cisneros, Maria Del Mar; O'Connor, Mary I.; Selig, Elizabeth R.",2014,10.1890/ES13-00336.1,excluded_criteria_1,Y,NA,Y,N,1,Review,WOS:000333797600010,ECOSPHERE,Article,87
A_0150,Y,Marine population connectivity identifies ecological neighbors for conservation planning in the Coral Triangle,"Treml, Eric A.; Halpin, Patrick N.",2012,10.1111/j.1755-263X.2012.00260.x,included,Y,NA,Y,Y,NA,NA,WOS:000312309800004,CONSERVATION LETTERS,Letter,86
A_0152,N,Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies,"Richards, Vincent P.; Thomas, James D.; Stanhope, Michael J.; Shivji, Mahmood S.",2007,10.1111/j.1365-294X.2006.03145.x,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000242964100013,MOLECULAR ECOLOGY,Article,74
A_0153,N,"Settlement dynamics of the coral reef fish Stegastes partitus, inferred from otolith shape and microstructure analysis.","Villegas-Hernandez, Harold; Gonzalez-Salas, Carlos; Aguilar-Perera, Alfonso; Lopez-Gomez, Maria J.",2007,,screened_by_title,N,title,NA,NA,NA,NA,ZOOREC:ZOOR14404026204,Aquatic Biology,Article,0
A_0154,N,DP0208120,Geoffrey Jones; Simon Thorrold; Serge Planes,2002,,screened_by_title,N,title,NA,NA,NA,NA,GRANTS:15549822,,Awarded Grant,0
A_0156,Y,Genetic structure of Heliofungia actiniformis (Scleractinia: Fungiidae) populations in the Indo-Malay Archipelago: implications for live coral trade management efforts,"Knittweis, Leyla; Kraemer, Wiebke Elsbeth; Timm, Janne; Kochzius, Marc",2009,10.1007/s10592-008-9566-5,included,Y,NA,Y,Y,NA,NA,WOS:000263865100022,CONSERVATION GENETICS,Article,54
A_0157,N,Occurrence of tropical fishes in temperate southeastern Australia: Role of the East Australian Current,"Booth, D. J.; Figueira, W. F.; Gregson, M. A.; Brown, L.; Beretta, G.",2007,10.1016/j.ecss.2006.10.003,screened_by_title,N,title,NA,NA,NA,NA,WOS:000244862400009,ESTUARINE COASTAL AND SHELF SCIENCE,Article,173
A_0158,Y,Isolation by distance across the Hawaiian Archipelago in the reef-building coral Porites lobata,"Polato, Nicholas R.; Concepcion, Gregory T.; Toonen, Robert J.; Baums, Iliana B.",2010,10.1111/j.1365-294X.2010.04836.x,included,Y,NA,Y,Y,NA,NA,WOS:000283163700008,MOLECULAR ECOLOGY,Article,66
A_0159,N,Temperature-mediated variation in early life history traits and recruitment success of the coral reef fish Thalassoma bifasciatum in the Florida Keys,"Sponaugle, S; Grorud-Colvert, K; Pinkard, D",2006,10.3354/meps308001,screened_by_title,N,title,NA,NA,NA,NA,WOS:000236141500001,MARINE ECOLOGY PROGRESS SERIES,Article,177
A_0160,Y,Variability in oceanographic barriers to coral larval dispersal: Do currents shape biodiversity?,"Thompson, D. M.; Kleypas, J.; Castruccio, F.; Curchitser, E. N.; Pinsky, M. L.; Jonsson, B.; Watson, J. R.",2018,10.1016/j.pocean.2018.05.007,included,Y,NA,Y,Y,NA,NA,WOS:000441489600009,PROGRESS IN OCEANOGRAPHY,Article,35
A_0161,N,"Temperature influences swimming speed, growth and larval duration in coral reef fish larvae","Green, BS; Fisher, R",2004,10.1016/j.jembe.2003.09.001,screened_by_title,N,title,NA,NA,NA,NA,WOS:000188780500008,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,Article,241
A_0162,N,The extent and spatial scale of connectivity among reef fish populations: Implications for marine protected areas designated for fisheries enhancement.,"Sale, Peter F.; Ludsin, Stuart A.",2003,,screened_by_title,N,title,NA,NA,NA,NA,BCI:BCI200300337842,Gulf and Caribbean Research,Article,4
A_0163,N,Quantifying dispersal variability among nearshore marine populations,"Catalano, Katrina A.; Dedrick, Allison G.; Stuart, Michelle R.; Puritz, Jonathan B.; Montes, Humberto R., Jr.; Pinsky, Malin L.",2021,10.1111/mec.15732,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000595451800001,MOLECULAR ECOLOGY,Article,25
